input position,input joint,output joint
"(-1.95, 0.32)","(-3.24, 2.85)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.19, 2.88)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.05, 2.72)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.12, 2.78)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.18, 2.86)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.07, 2.85)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.04, 2.77)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.17, 2.78)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.17, 2.85)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.05, 2.78)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.18, 2.91)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.1, 2.73)","(-3.14, 2.81)"
"(-2.0, 0.0)","(-3.1, 3.17)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.2, 3.17)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.16, 3.23)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.07, 3.23)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.07, 3.14)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.16, 3.16)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.05, 3.1)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.22, 3.16)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.09, 3.08)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.21, 3.16)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.18, 3.21)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.2, 3.17)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.11, 3.18)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.17, 3.07)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.11, 3.16)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.09, 3.21)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.14, 3.22)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.1, 3.11)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.13, 3.22)","(-3.14, 3.14)"
"(-2.0, 0.0)","(-3.23, 3.19)","(-3.14, 3.14)"
"(-1.95, -0.32)","(-2.74, -3.18)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.86, -3.07)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.76, -3.15)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.82, -3.23)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.72, -3.05)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.73, -3.14)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.89, -3.1)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.89, -3.22)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.79, -3.2)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.91, -3.1)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.83, -3.23)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.8, -3.19)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.78, -3.2)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.72, -3.12)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.71, -3.23)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.72, -3.22)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.79, -3.15)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.8, -3.14)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.81, -3.11)","(-2.81, -3.14)"
"(-1.95, -0.32)","(-2.84, -3.13)","(-2.81, -3.14)"
"(-1.89, -0.65)","(-2.9, -2.77)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.91, -2.82)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.81, -2.76)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.81, -2.88)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.8, -2.87)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.85, -2.87)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.76, -2.79)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.81, -2.8)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.86, -2.88)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.89, -2.79)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.86, -2.88)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.85, -2.72)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.9, -2.87)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.81, -2.9)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.84, -2.85)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.76, -2.84)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.74, -2.82)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.86, -2.91)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.9, -2.84)","(-2.81, -2.81)"
"(-1.89, -0.65)","(-2.85, -2.85)","(-2.81, -2.81)"
"(-1.73, -0.94)","(-2.81, -2.43)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.78, -2.56)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.73, -2.52)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.9, -2.56)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.88, -2.44)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.73, -2.46)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.79, -2.52)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.74, -2.41)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.81, -2.44)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.73, -2.47)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.79, -2.57)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.74, -2.54)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.72, -2.4)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.86, -2.42)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.85, -2.39)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.81, -2.45)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.82, -2.52)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.74, -2.44)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.8, -2.48)","(-2.81, -2.48)"
"(-1.73, -0.94)","(-2.78, -2.4)","(-2.81, -2.48)"
"(-1.49, -1.16)","(-2.9, -2.12)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.8, -2.05)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.86, -2.23)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.81, -2.23)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.9, -2.13)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.8, -2.23)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.86, -2.14)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.78, -2.18)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.83, -2.23)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.87, -2.19)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.88, -2.14)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.78, -2.13)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.88, -2.07)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.86, -2.2)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.91, -2.1)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.82, -2.2)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.78, -2.18)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.75, -2.13)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.86, -2.07)","(-2.81, -2.15)"
"(-1.49, -1.16)","(-2.85, -2.22)","(-2.81, -2.15)"
"(-1.19, -1.29)","(-2.89, -1.73)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.83, -1.79)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.88, -1.77)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.83, -1.91)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.85, -1.91)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.73, -1.88)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.86, -1.89)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.9, -1.73)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.85, -1.85)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.79, -1.91)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.81, -1.76)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.74, -1.84)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.8, -1.89)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.88, -1.88)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.9, -1.86)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.85, -1.74)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.76, -1.91)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.72, -1.77)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.79, -1.88)","(-2.81, -1.82)"
"(-1.19, -1.29)","(-2.73, -1.8)","(-2.81, -1.82)"
"(-0.86, -1.32)","(-2.91, -1.59)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.86, -1.39)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.76, -1.55)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.83, -1.58)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.81, -1.55)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.84, -1.51)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.9, -1.53)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.78, -1.57)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.89, -1.44)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.82, -1.46)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.72, -1.51)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.72, -1.42)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.88, -1.52)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.84, -1.53)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.82, -1.46)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.72, -1.55)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.74, -1.41)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.89, -1.42)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.71, -1.47)","(-2.81, -1.49)"
"(-0.86, -1.32)","(-2.76, -1.58)","(-2.81, -1.49)"
"(-0.54, -1.24)","(-2.78, -1.21)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.87, -1.21)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.86, -1.23)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.88, -1.12)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.83, -1.22)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.86, -1.07)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.77, -1.11)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.86, -1.24)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.76, -1.21)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.82, -1.18)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.77, -1.08)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.86, -1.25)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.83, -1.23)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.89, -1.17)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.91, -1.1)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.9, -1.22)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.78, -1.1)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.91, -1.12)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.73, -1.12)","(-2.81, -1.16)"
"(-0.54, -1.24)","(-2.79, -1.08)","(-2.81, -1.16)"
"(-0.27, -1.06)","(-2.8, -0.77)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.73, -0.81)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.83, -0.8)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.74, -0.89)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.88, -0.84)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.76, -0.91)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.82, -0.81)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.73, -0.91)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.74, -0.75)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.76, -0.84)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.89, -0.77)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.8, -0.86)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.87, -0.79)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.74, -0.84)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.81, -0.76)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.88, -0.73)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.79, -0.9)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.81, -0.88)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.84, -0.76)","(-2.81, -0.83)"
"(-0.27, -1.06)","(-2.73, -0.83)","(-2.81, -0.83)"
"(-0.07, -0.8)","(-2.73, -0.5)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.77, -0.59)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.77, -0.41)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.9, -0.51)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.87, -0.44)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.85, -0.45)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.88, -0.48)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.75, -0.51)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.84, -0.53)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.78, -0.59)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.72, -0.48)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.81, -0.43)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.84, -0.54)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.8, -0.57)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.82, -0.57)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.81, -0.43)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.81, -0.49)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.9, -0.55)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.84, -0.52)","(-2.81, -0.5)"
"(-0.07, -0.8)","(-2.75, -0.45)","(-2.81, -0.5)"
"(0.04, -0.49)","(-2.85, -0.21)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.84, -0.25)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.9, -0.08)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.9, -0.18)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.88, -0.16)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.76, -0.2)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.82, -0.18)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.87, -0.1)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.75, -0.08)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.83, -0.24)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.8, -0.13)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.81, -0.12)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.74, -0.07)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.76, -0.16)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.82, -0.09)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.75, -0.22)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.71, -0.16)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.81, -0.11)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.88, -0.1)","(-2.81, -0.17)"
"(0.04, -0.49)","(-2.85, -0.19)","(-2.81, -0.17)"
"(0.04, -0.16)","(-2.73, 0.08)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.77, 0.21)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.9, 0.08)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.82, 0.08)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.74, 0.17)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.71, 0.12)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.82, 0.24)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.8, 0.23)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.91, 0.08)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.76, 0.23)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.82, 0.12)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.79, 0.13)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.81, 0.11)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.85, 0.14)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.83, 0.15)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.82, 0.09)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.81, 0.22)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.82, 0.08)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.82, 0.19)","(-2.81, 0.17)"
"(0.04, -0.16)","(-2.82, 0.24)","(-2.81, 0.17)"
"(-0.07, 0.15)","(-2.85, 0.57)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.75, 0.56)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.89, 0.46)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.77, 0.59)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.9, 0.51)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.85, 0.56)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.83, 0.48)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.84, 0.59)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.83, 0.55)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.78, 0.59)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.88, 0.58)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.81, 0.47)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.82, 0.43)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.74, 0.43)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.86, 0.51)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.84, 0.49)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.72, 0.45)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.75, 0.5)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.88, 0.45)","(-2.81, 0.5)"
"(-0.07, 0.15)","(-2.84, 0.45)","(-2.81, 0.5)"
"(-0.27, 0.41)","(-2.9, 0.8)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.84, 0.88)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.81, 0.78)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.82, 0.79)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.82, 0.73)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.72, 0.83)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.72, 0.87)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.75, 0.83)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.77, 0.82)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.79, 0.73)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.81, 0.74)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.9, 0.75)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.82, 0.79)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.79, 0.77)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.77, 0.8)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.79, 0.79)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.74, 0.87)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.91, 0.85)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.91, 0.83)","(-2.81, 0.83)"
"(-0.27, 0.41)","(-2.79, 0.87)","(-2.81, 0.83)"
"(-0.54, 0.59)","(-2.87, 1.22)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.81, 1.25)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.81, 1.1)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.77, 1.22)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.81, 1.15)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.8, 1.22)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.85, 1.19)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.73, 1.24)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.85, 1.21)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.71, 1.06)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.87, 1.25)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.84, 1.14)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.72, 1.12)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.72, 1.12)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.72, 1.18)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.87, 1.2)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.88, 1.08)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.8, 1.11)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.75, 1.09)","(-2.81, 1.16)"
"(-0.54, 0.59)","(-2.8, 1.19)","(-2.81, 1.16)"
"(-0.86, 0.67)","(-2.76, 1.48)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.84, 1.52)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.83, 1.39)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.82, 1.44)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.8, 1.43)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.88, 1.49)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.82, 1.48)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.86, 1.47)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.91, 1.44)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.72, 1.46)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.86, 1.52)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.91, 1.53)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.76, 1.41)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.76, 1.56)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.74, 1.43)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.91, 1.5)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.83, 1.42)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.79, 1.58)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.82, 1.43)","(-2.81, 1.49)"
"(-0.86, 0.67)","(-2.73, 1.59)","(-2.81, 1.49)"
"(-1.19, 0.64)","(-2.76, 1.89)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.77, 1.88)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.8, 1.84)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.8, 1.88)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.85, 1.87)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.87, 1.81)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.77, 1.74)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.88, 1.82)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.83, 1.83)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.72, 1.86)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.76, 1.78)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.73, 1.82)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.8, 1.75)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.78, 1.82)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.84, 1.78)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.83, 1.84)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.73, 1.79)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.9, 1.91)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.72, 1.73)","(-2.81, 1.82)"
"(-1.19, 0.64)","(-2.78, 1.89)","(-2.81, 1.82)"
"(-1.49, 0.51)","(-2.72, 2.23)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.9, 2.09)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.81, 2.08)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.76, 2.13)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.78, 2.24)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.73, 2.11)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.89, 2.12)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.76, 2.24)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.81, 2.21)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.81, 2.13)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.77, 2.06)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.82, 2.08)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.8, 2.05)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.78, 2.25)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.82, 2.21)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.88, 2.09)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.81, 2.05)","(-2.81, 2.15)"
