input position,input joint,output joint
"(-2.0, -0.0)","(-3.18, -3.16)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.17, -3.06)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.23, -3.24)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.07, -3.16)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.2, -3.24)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.05, -3.05)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.15, -3.05)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.13, -3.1)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.08, -3.24)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.17, -3.18)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.15, -3.06)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.13, -3.09)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.09, -3.19)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.08, -3.22)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.24, -3.22)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.12, -3.07)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.23, -3.05)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.13, -3.19)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.2, -3.17)","(-3.14, -3.14)"
"(-2.0, -0.0)","(-3.21, -3.14)","(-3.14, -3.14)"
"(-1.95, -0.32)","(-3.09, -2.79)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.18, -2.84)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.2, -2.75)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.24, -2.8)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.05, -2.81)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.11, -2.81)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.18, -2.85)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.23, -2.74)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.05, -2.88)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.06, -2.86)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.22, -2.75)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.24, -2.88)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.1, -2.88)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.09, -2.91)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.24, -2.72)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.18, -2.72)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.24, -2.84)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.16, -2.79)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.2, -2.89)","(-3.14, -2.81)"
"(-1.95, -0.32)","(-3.04, -2.9)","(-3.14, -2.81)"
"(-1.79, -0.61)","(-3.22, -2.53)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.1, -2.47)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.21, -2.48)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.08, -2.48)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.24, -2.52)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.16, -2.5)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.13, -2.4)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.11, -2.42)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.08, -2.41)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.07, -2.42)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.1, -2.57)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.13, -2.46)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.15, -2.45)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.16, -2.44)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.05, -2.57)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.15, -2.47)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.11, -2.48)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.11, -2.4)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.24, -2.39)","(-3.14, -2.48)"
"(-1.79, -0.61)","(-3.2, -2.54)","(-3.14, -2.48)"
"(-1.55, -0.84)","(-3.09, -2.09)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.06, -2.18)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.15, -2.19)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.08, -2.24)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.22, -2.13)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.21, -2.24)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.14, -2.21)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.14, -2.09)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.1, -2.14)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.17, -2.14)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.08, -2.17)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.23, -2.23)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.14, -2.17)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.07, -2.2)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.06, -2.09)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.17, -2.18)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.16, -2.22)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.16, -2.1)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.18, -2.2)","(-3.14, -2.15)"
"(-1.55, -0.84)","(-3.1, -2.16)","(-3.14, -2.15)"
"(-1.25, -0.97)","(-3.14, -1.85)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.1, -1.86)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.06, -1.89)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.2, -1.75)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.1, -1.84)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.1, -1.85)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.1, -1.89)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.16, -1.85)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.16, -1.73)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.22, -1.81)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.16, -1.83)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.17, -1.72)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.1, -1.81)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.22, -1.73)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.08, -1.91)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.2, -1.86)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.22, -1.81)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.2, -1.86)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.21, -1.91)","(-3.14, -1.82)"
"(-1.25, -0.97)","(-3.2, -1.89)","(-3.14, -1.82)"
"(-0.92, -1.0)","(-3.14, -1.49)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.1, -1.57)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.06, -1.44)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.24, -1.55)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.1, -1.42)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.18, -1.44)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.15, -1.54)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.2, -1.49)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.19, -1.58)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.08, -1.49)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.09, -1.55)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.19, -1.55)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.21, -1.44)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.09, -1.54)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.09, -1.45)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.13, -1.47)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.06, -1.42)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.23, -1.56)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.12, -1.56)","(-3.14, -1.49)"
"(-0.92, -1.0)","(-3.22, -1.45)","(-3.14, -1.49)"
"(-0.6, -0.92)","(-3.14, -1.21)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.17, -1.21)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.15, -1.17)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.09, -1.15)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.21, -1.07)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.06, -1.2)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.16, -1.13)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.16, -1.16)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.19, -1.1)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.23, -1.12)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.1, -1.22)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.15, -1.25)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.13, -1.14)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.22, -1.17)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.24, -1.14)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.08, -1.22)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.2, -1.14)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.05, -1.18)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.04, -1.07)","(-3.14, -1.16)"
"(-0.6, -0.92)","(-3.16, -1.17)","(-3.14, -1.16)"
"(-0.32, -0.74)","(-3.21, -0.9)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.06, -0.83)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.2, -0.79)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.16, -0.87)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.18, -0.87)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.05, -0.9)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.08, -0.85)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.06, -0.8)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.17, -0.77)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.07, -0.89)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.11, -0.86)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.15, -0.89)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.1, -0.88)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.04, -0.85)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.09, -0.86)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.21, -0.73)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.11, -0.9)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.08, -0.85)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.06, -0.78)","(-3.14, -0.83)"
"(-0.32, -0.74)","(-3.08, -0.76)","(-3.14, -0.83)"
"(-0.12, -0.48)","(-3.09, -0.51)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.19, -0.57)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.2, -0.44)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.11, -0.5)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.11, -0.46)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.12, -0.41)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.06, -0.4)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.18, -0.41)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.06, -0.43)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.15, -0.43)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.15, -0.5)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.04, -0.53)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.23, -0.44)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.22, -0.58)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.16, -0.5)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.22, -0.46)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.21, -0.42)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.24, -0.46)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.15, -0.43)","(-3.14, -0.5)"
"(-0.12, -0.48)","(-3.16, -0.43)","(-3.14, -0.5)"
"(-0.01, -0.16)","(-3.1, -0.1)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.16, -0.09)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.08, -0.25)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.18, -0.09)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.15, -0.15)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.11, -0.15)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.12, -0.08)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.18, -0.15)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.15, -0.15)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.12, -0.18)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.1, -0.22)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.16, -0.07)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.16, -0.15)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.1, -0.2)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.1, -0.25)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.17, -0.16)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.23, -0.13)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.21, -0.26)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.07, -0.24)","(-3.14, -0.17)"
"(-0.01, -0.16)","(-3.15, -0.07)","(-3.14, -0.17)"
"(-0.01, 0.16)","(-3.13, 0.13)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.2, 0.1)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.11, 0.09)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.11, 0.13)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.15, 0.25)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.11, 0.15)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.13, 0.07)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.17, 0.23)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.18, 0.18)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.05, 0.19)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.2, 0.25)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.06, 0.2)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.18, 0.14)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.19, 0.07)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.18, 0.07)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.23, 0.17)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.22, 0.19)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.23, 0.08)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.19, 0.22)","(-3.14, 0.17)"
"(-0.01, 0.16)","(-3.08, 0.13)","(-3.14, 0.17)"
"(-0.12, 0.48)","(-3.05, 0.41)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.06, 0.54)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.14, 0.5)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.22, 0.52)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.12, 0.4)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.1, 0.59)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.24, 0.47)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.1, 0.41)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.06, 0.49)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.06, 0.5)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.14, 0.51)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.22, 0.51)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.18, 0.43)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.09, 0.44)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.11, 0.4)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.07, 0.43)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.16, 0.46)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.05, 0.56)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.21, 0.58)","(-3.14, 0.5)"
"(-0.12, 0.48)","(-3.16, 0.49)","(-3.14, 0.5)"
"(-0.32, 0.74)","(-3.22, 0.88)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.22, 0.74)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.11, 0.74)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.09, 0.76)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.08, 0.78)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.07, 0.89)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.16, 0.78)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.19, 0.89)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.19, 0.92)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.08, 0.74)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.16, 0.83)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.22, 0.86)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.15, 0.87)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.09, 0.75)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.14, 0.79)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.12, 0.77)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.08, 0.9)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.11, 0.84)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.22, 0.75)","(-3.14, 0.83)"
"(-0.32, 0.74)","(-3.08, 0.82)","(-3.14, 0.83)"
"(-0.6, 0.92)","(-3.04, 1.06)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.12, 1.21)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.24, 1.12)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.09, 1.13)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.11, 1.2)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.16, 1.09)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.23, 1.22)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.11, 1.19)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.2, 1.15)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.11, 1.18)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.22, 1.17)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.05, 1.11)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.18, 1.13)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.11, 1.22)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.19, 1.15)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.07, 1.23)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.23, 1.12)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.06, 1.22)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.21, 1.11)","(-3.14, 1.16)"
"(-0.6, 0.92)","(-3.17, 1.11)","(-3.14, 1.16)"
"(-0.92, 1.0)","(-3.16, 1.48)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.08, 1.58)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.19, 1.51)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.1, 1.51)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.07, 1.48)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.12, 1.55)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.08, 1.46)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.08, 1.41)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.17, 1.51)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.06, 1.47)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.05, 1.55)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.09, 1.54)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.18, 1.44)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.16, 1.55)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.13, 1.58)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.11, 1.5)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.13, 1.41)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.15, 1.48)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.1, 1.52)","(-3.14, 1.49)"
"(-0.92, 1.0)","(-3.04, 1.51)","(-3.14, 1.49)"
"(-1.25, 0.97)","(-3.11, 1.81)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.17, 1.91)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.11, 1.79)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.08, 1.77)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.17, 1.88)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.14, 1.75)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.1, 1.78)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.22, 1.89)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.22, 1.84)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.12, 1.8)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.15, 1.9)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.09, 1.91)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.21, 1.88)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.19, 1.81)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.05, 1.78)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.23, 1.85)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.1, 1.82)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.15, 1.84)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.16, 1.78)","(-3.14, 1.82)"
"(-1.25, 0.97)","(-3.12, 1.76)","(-3.14, 1.82)"
"(-1.55, 0.84)","(-3.18, 2.05)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.19, 2.21)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.2, 2.24)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.05, 2.05)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.14, 2.22)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.06, 2.1)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.15, 2.1)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.07, 2.14)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.17, 2.05)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.06, 2.12)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.06, 2.15)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.07, 2.22)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.14, 2.06)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.15, 2.19)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.17, 2.05)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.15, 2.21)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.22, 2.17)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.22, 2.09)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.18, 2.23)","(-3.14, 2.15)"
"(-1.55, 0.84)","(-3.11, 2.14)","(-3.14, 2.15)"
"(-1.79, 0.61)","(-3.05, 2.47)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.23, 2.46)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.21, 2.38)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.12, 2.55)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.19, 2.57)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.21, 2.43)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.18, 2.43)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.11, 2.51)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.23, 2.51)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.16, 2.52)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.05, 2.42)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.11, 2.51)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.13, 2.39)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.11, 2.48)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.13, 2.54)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.05, 2.39)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.17, 2.46)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.07, 2.55)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.16, 2.5)","(-3.14, 2.48)"
"(-1.79, 0.61)","(-3.2, 2.44)","(-3.14, 2.48)"
"(-1.95, 0.32)","(-3.16, 2.8)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.07, 2.9)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.2, 2.9)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.06, 2.87)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.19, 2.88)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.23, 2.8)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.04, 2.75)","(-3.14, 2.81)"
"(-1.95, 0.32)","(-3.07, 2.87)","(-3.14, 2.81)"
